DateKey,ProductKey,CustomerKey,RegionKey,SalespersonKey,DepartmentKey,CurrencyKey,Quantity,Revenue,Cost,Profit,Budget,Forecast,ProductCode,ProductName,Category,StandardCost,ListPrice,CustomerCode,CustomerName,CustomerType,Industry,City,Country,CustomerSince,IsActive
20234086,297,3298,8,102,4,3,9,2167.26,1425.98,741.28,2059.68,2190.4,P0297,Electronics Product 297,Electronics,158,281,C03298,Graham PLC,OEM,Manufacturing,New Thomas,Germany,2018-07-11,1
20222907,248,418,6,28,10,5,6,3352.29,2059.68,1292.61,3210.57,3660.9,P0248,Electronics Product 248,Electronics,231,1000,C00418,Fitzpatrick-Hamilton,Distributor,Manufacturing,Keithville,Germany,2021-05-27,1
20254456,456,3280,2,3,6,2,3,2122.15,1562.38,559.77,2149.23,2332.54,P0456,Sensors Product 456,Sensors,174,742,C03280,Dawson-Alvarez,Distributor,Manufacturing,Port Kimberlychester,Germany,2016-08-07,1
20253170,338,1298,5,22,1,1,20,2787.02,2498.57,288.45,2854.5,2761.87,P0338,Electronics Product 338,Electronics,279,674,C01298,Thomas PLC,OEM,Transportation,Perkinsland,Austria,2016-12-11,1
20243027,71,3385,5,101,5,3,4,4451.15,3914.7,536.45,4358.94,4393.27,P0071,Fuel Systems Product 71,Fuel Systems,497,663,C03385,White Inc,Distributor,Transportation,East Erin,Poland,2019-11-16,1
20238018,210,115,9,82,5,1,11,1945.98,1247.18,698.8,2018.15,2064.29,P0210,Sensors Product 210,Sensors,381,886,C00115,"Bauer, Luna and Nichols",Fleet,Manufacturing,Jenkinsland,Sweden,2018-06-04,1
20256660,124,489,8,65,4,2,13,4142.64,3016.22,1126.42,4010.7,4485.45,P0124,Turbochargers Product 124,Turbochargers,212,315,C00489,Cruz-Gilbert,OEM,Transportation,Kellyton,Germany,2023-09-27,1
20233831,496,3460,1,69,4,4,4,3430.98,2422.51,1008.47,3443.66,3757.67,P0496,Cooling Systems Product 496,Cooling Systems,116,953,C03460,Walker PLC,OEM,Automotive,Bradburgh,France,2022-05-22,1
20255538,88,2161,5,21,2,5,10,1379.88,1062.75,317.13,1360.01,1430.11,P0088,Filtration Product 88,Filtration,423,129,C02161,Hunt-Guerrero,Fleet,Automotive,West Sue,Belgium,2024-03-21,1
20246244,10,4008,9,71,2,3,9,2768.76,2429.08,339.68,2650.67,2663.94,P0010,Fuel Systems Product 10,Fuel Systems,65,148,C04008,"Cole, Roberson and Smith",Distributor,Automotive,North Cody,Poland,2022-12-14,1
20246041,91,2684,6,33,4,1,18,4988.85,3159.4,1829.45,4984.15,4778.64,P0091,Aftertreatment Product 91,Aftertreatment,132,595,C02684,Walker Group,Fleet,Manufacturing,North Deniseborough,Sweden,2021-07-27,1
20246505,446,2936,4,20,7,1,8,4138.11,3098.35,1039.76,4182.83,4378.45,P0446,Fuel Systems Product 446,Fuel Systems,211,595,C02936,Summers and Sons,Distributor,Transportation,Alyssafurt,France,2021-08-15,1
20244521,88,1999,6,86,2,3,13,3034.7,1858.09,1176.61,2913.22,3117.11,P0088,Filtration Product 88,Filtration,423,129,C01999,"Moss, Walker and Banks",Distributor,Automotive,Jacksonburgh,Italy,2019-04-25,1
20255024,202,167,5,37,2,1,5,1833.85,1582.05,251.8,1866.32,1890.8,P0202,Turbochargers Product 202,Turbochargers,235,182,C00167,Dodson-Davis,OEM,Automotive,Villegasmouth,Spain,2025-12-24,1
20226664,258,1381,9,69,9,3,9,3179.07,1940.31,1238.76,3115.9,3119.83,P0258,Filtration Product 258,Filtration,160,553,C01381,Diaz and Sons,Fleet,Transportation,North Gloriaburgh,Belgium,2018-08-24,1
20242343,393,237,5,27,5,3,4,4446.04,3966.21,479.83,4294.31,4819.07,P0393,Cooling Systems Product 393,Cooling Systems,344,957,C00237,Stephens-Johnson,Fleet,Automotive,Jonesstad,France,2023-03-22,1
20222976,129,3006,8,65,6,5,2,1067.05,859.45,207.6,1016.63,1068.48,P0129,Cooling Systems Product 129,Cooling Systems,371,337,C03006,"Jones, Vargas and Jefferson",Fleet,Automotive,Port Lorihaven,Sweden,2017-07-01,1
20229657,310,3958,8,53,1,1,12,486.6,404.0,82.6,500.29,534.83,P0310,Filtration Product 310,Filtration,299,806,C03958,"Chung, Norris and Mills",Fleet,Automotive,North Robert,France,2023-01-30,1
20258381,288,883,8,5,9,2,19,2166.74,1899.07,267.67,2078.41,2277.23,P0288,Sensors Product 288,Sensors,78,583,C00883,Taylor-Randall,OEM,Manufacturing,Lake Mary,Austria,2018-03-01,1
20249163,312,1552,4,54,3,1,19,344.13,259.24,84.89,327.58,349.36,P0312,Fuel Systems Product 312,Fuel Systems,67,419,C01552,Jones-White,OEM,Automotive,Andersonshire,Belgium,2017-07-23,1
20251599,450,2286,5,33,9,2,5,4903.36,3350.84,1552.52,4705.41,4881.57,P0450,Sensors Product 450,Sensors,333,866,C02286,Love Ltd,Distributor,Manufacturing,East Jenniferfort,Spain,2023-04-10,1
20249865,355,566,2,55,7,1,19,452.23,323.49,128.74,437.61,457.63,P0355,Electronics Product 355,Electronics,166,924,C00566,"Davis, Wilson and Mcneil",Distributor,Transportation,Millershire,Germany,2017-01-13,1
20244805,327,3547,1,29,2,5,16,635.63,570.06,65.57,662.79,646.74,P0327,Electronics Product 327,Electronics,109,522,C03547,Grant-Khan,Fleet,Transportation,Christinaville,Spain,2016-09-20,1
20236694,371,2718,7,56,10,1,12,3199.73,2639.36,560.37,3138.48,3214.77,P0371,Cooling Systems Product 371,Cooling Systems,109,912,C02718,"Gomez, Perez and Palmer",OEM,Manufacturing,North Scottberg,Italy,2021-10-09,1
20243247,377,903,10,76,8,2,10,3990.43,2613.36,1377.07,4075.66,4270.94,P0377,Electronics Product 377,Electronics,179,258,C00903,"Carpenter, Fischer and Byrd",OEM,Automotive,Elizabethmouth,Austria,2024-10-23,1
20225460,70,4583,10,12,4,5,14,4600.1,3887.07,713.03,4495.72,4956.79,P0070,Turbochargers Product 70,Turbochargers,115,117,C04583,Taylor LLC,Distributor,Manufacturing,Lake Allenberg,Germany,2021-11-04,1
20242050,216,1715,9,58,3,3,6,3019.82,2615.2,404.62,2976.37,3018.15,P0216,Cooling Systems Product 216,Cooling Systems,366,240,C01715,Cruz-Rodriguez,Fleet,Manufacturing,West Gary,Austria,2021-12-21,1
20252657,104,511,1,14,1,3,1,4070.85,2583.18,1487.67,3874.66,4156.77,P0104,Sensors Product 104,Sensors,395,283,C00511,Bishop Inc,Distributor,Automotive,Lake Davidton,Italy,2021-01-21,1
20230394,171,1964,4,110,1,2,5,222.32,157.8,64.52,217.9,213.0,P0171,Cooling Systems Product 171,Cooling Systems,353,541,C01964,Phillips-Myers,OEM,Transportation,West Thomas,Poland,2018-09-08,1
20254619,446,39,6,22,8,2,5,2909.0,1919.36,989.64,2778.8,3157.92,P0446,Fuel Systems Product 446,Fuel Systems,211,595,C00039,Rosales Inc,Fleet,Automotive,West Lindaland,Italy,2025-10-24,1
20223338,444,3511,4,61,8,3,9,569.01,412.95,156.06,594.59,605.04,P0444,Sensors Product 444,Sensors,216,648,C03511,Hernandez-Kim,OEM,Automotive,Lake Jessicaside,Italy,2019-10-30,1
20223425,485,4846,6,57,5,2,12,344.92,289.29,55.63,358.51,351.72,P0485,Aftertreatment Product 485,Aftertreatment,458,554,C04846,"Howard, Rodriguez and Herrera",Fleet,Manufacturing,North Paul,Germany,2024-01-24,1
20230743,273,851,1,8,7,3,20,1292.02,1029.86,262.16,1313.55,1313.7,P0273,Electronics Product 273,Electronics,359,829,C00851,Barajas-Brown,Distributor,Automotive,North Cynthiaville,Poland,2023-07-22,1
20244684,242,2398,4,10,10,4,4,2420.85,1491.63,929.22,2518.31,2494.8,P0242,Aftertreatment Product 242,Aftertreatment,231,167,C02398,"Torres, Mullins and Davis",OEM,Transportation,North Stephen,Germany,2023-07-09,1
20238205,267,4119,7,87,1,1,6,2376.79,1921.73,455.06,2486.92,2340.05,P0267,Turbochargers Product 267,Turbochargers,306,322,C04119,Wilkinson-Williamson,Fleet,Transportation,New Markview,Belgium,2018-04-25,1
20239156,491,1505,9,18,6,2,10,802.75,511.98,290.77,811.42,860.14,P0491,Filtration Product 491,Filtration,377,254,C01505,Smith-Thomas,OEM,Manufacturing,South Maria,Italy,2023-07-09,1
20254344,370,1511,9,25,4,3,14,1419.26,1004.63,414.63,1411.3,1528.29,P0370,Cooling Systems Product 370,Cooling Systems,487,266,C01511,Spencer-Garcia,Fleet,Transportation,South Heather,Austria,2019-12-21,1
20239742,333,4456,5,48,1,3,4,1726.55,1271.81,454.74,1744.62,1852.38,P0333,Aftertreatment Product 333,Aftertreatment,409,194,C04456,"Casey, Willis and Lewis",OEM,Automotive,Samanthabury,Sweden,2019-01-29,1
20227508,475,928,3,78,7,1,13,2174.71,1817.36,357.35,2220.05,2102.93,P0475,Cooling Systems Product 475,Cooling Systems,469,481,C00928,Jenkins-Hernandez,Fleet,Manufacturing,Greenhaven,Germany,2017-03-20,1
20242850,60,2105,3,64,6,5,12,4575.18,3876.36,698.82,4682.32,4742.41,P0060,Cooling Systems Product 60,Cooling Systems,86,746,C02105,Hernandez-Bowen,Fleet,Transportation,Port Shelly,Poland,2020-01-03,1
20225094,309,4158,10,41,9,2,10,1358.65,1172.33,186.32,1330.61,1297.24,P0309,Filtration Product 309,Filtration,421,447,C04158,Wallace-Stewart,Fleet,Transportation,Tuckerborough,Poland,2025-08-14,1
20233389,270,2850,5,57,6,3,16,3052.67,2329.34,723.33,3116.65,3263.38,P0270,Filtration Product 270,Filtration,334,441,C02850,Adams and Sons,Fleet,Automotive,Port Kristie,Austria,2021-07-30,1
20233973,370,1697,5,100,8,2,10,2514.81,2112.53,402.28,2437.64,2707.5,P0370,Cooling Systems Product 370,Cooling Systems,487,266,C01697,Wong PLC,Distributor,Transportation,Andersonhaven,Spain,2022-03-29,1
20260594,250,998,4,42,3,5,3,4577.99,3308.36,1269.63,4657.37,4442.12,P0250,Filtration Product 250,Filtration,54,887,C00998,Conner-Norton,Distributor,Automotive,North Samuel,Sweden,2020-10-20,1
20222739,304,340,5,2,9,3,16,4315.1,3623.14,691.96,4278.47,4541.25,P0304,Turbochargers Product 304,Turbochargers,379,394,C00340,Johnson-Hernandez,Distributor,Manufacturing,West Madisonstad,Poland,2020-12-03,1
20255231,483,2683,3,88,7,3,11,1044.58,639.81,404.77,1013.45,1071.68,P0483,Cooling Systems Product 483,Cooling Systems,190,504,C02683,Baldwin Ltd,OEM,Automotive,North Brianburgh,France,2025-12-03,1
20245837,367,4669,6,67,7,3,10,772.85,553.41,219.44,776.46,779.76,P0367,Sensors Product 367,Sensors,144,431,C04669,"Flores, Kelley and Morales",Distributor,Manufacturing,Stevenfort,Austria,2024-08-15,1
20221048,242,1662,4,58,2,3,8,1728.7,1317.84,410.86,1763.29,1785.17,P0242,Aftertreatment Product 242,Aftertreatment,231,167,C01662,"Freeman, Peterson and Flores",Fleet,Manufacturing,New Ashleyside,Italy,2026-02-27,1
20227775,368,2492,9,19,7,3,4,4659.49,2817.36,1842.13,4587.99,4782.26,P0368,Turbochargers Product 368,Turbochargers,140,695,C02492,Brown-Williamson,OEM,Manufacturing,East Jennifer,Sweden,2025-08-19,1
20225157,305,2373,5,6,9,1,6,1635.47,1037.56,597.91,1563.26,1694.98,P0305,Turbochargers Product 305,Turbochargers,461,501,C02373,Mejia-Scott,OEM,Automotive,North Angela,Belgium,2017-12-22,1
20228859,150,4713,2,42,4,3,13,4224.17,2809.18,1414.99,4231.22,4493.38,P0150,Sensors Product 150,Sensors,296,856,C04713,"Parker, Matthews and Elliott",Fleet,Transportation,South Anthony,Spain,2024-11-08,1
20240332,268,2693,2,76,6,2,1,1737.18,1216.28,520.9,1758.62,1788.32,P0268,Sensors Product 268,Sensors,491,116,C02693,"Mccoy, Willis and Hahn",Fleet,Transportation,East Ivan,Belgium,2023-10-25,1
20234372,361,4057,9,23,9,2,14,3141.98,2049.97,1092.01,3207.31,3111.69,P0361,Turbochargers Product 361,Turbochargers,486,137,C04057,Morgan and Sons,Distributor,Automotive,Mendozatown,Spain,2018-04-21,1
20253805,222,4798,5,48,9,2,13,3667.37,2804.78,862.59,3786.96,3813.35,P0222,Cooling Systems Product 222,Cooling Systems,375,952,C04798,Woods Group,Distributor,Automotive,South Robert,Austria,2022-08-28,1
20254347,155,4251,4,39,1,1,6,111.75,96.45,15.3,115.27,115.85,P0155,Fuel Systems Product 155,Fuel Systems,406,343,C04251,Costa-Rivers,Fleet,Manufacturing,North Jacqueline,Poland,2018-06-24,1
20259390,440,1764,1,21,1,1,20,1658.92,1010.7,648.22,1640.42,1729.16,P0440,Sensors Product 440,Sensors,382,762,C01764,"Dean, Hall and Myers",Fleet,Automotive,Robinsonborough,France,2019-12-22,1
20261037,231,2285,8,62,10,1,15,3145.71,2304.23,841.48,3129.49,3449.36,P0231,Fuel Systems Product 231,Fuel Systems,293,699,C02285,"Taylor, Jones and Mejia",Distributor,Automotive,East Eric,France,2022-11-25,1
20252336,318,3885,9,92,2,3,6,1828.72,1394.77,433.95,1817.34,1900.23,P0318,Sensors Product 318,Sensors,407,237,C03885,"Martinez, Leblanc and Williams",OEM,Transportation,New Davidview,Austria,2018-12-03,1
20220976,352,3756,6,51,10,5,3,4063.75,2616.45,1447.3,3960.8,4037.74,P0352,Filtration Product 352,Filtration,317,686,C03756,"Villegas, Schneider and Shaffer",Fleet,Transportation,North Steven,Sweden,2024-06-15,1
20256015,416,4099,5,21,5,1,19,2251.2,1628.58,622.62,2249.12,2177.98,P0416,Electronics Product 416,Electronics,125,422,C04099,Long and Sons,OEM,Transportation,Davisville,Italy,2017-08-04,1
20232014,326,1247,6,38,10,5,20,1776.09,1580.05,196.04,1721.44,1818.42,P0326,Sensors Product 326,Sensors,428,355,C01247,"Wolfe, Brown and Carter",Distributor,Transportation,Shawside,Belgium,2019-04-14,1
20230464,458,1674,2,113,7,2,18,963.37,812.38,150.99,925.78,986.91,P0458,Sensors Product 458,Sensors,64,799,C01674,"Green, Reed and Smith",Fleet,Manufacturing,Graceberg,Poland,2021-09-15,1
20241368,165,2718,9,42,10,4,3,3418.48,3001.78,416.7,3347.1,3548.09,P0165,Turbochargers Product 165,Turbochargers,126,845,C02718,"Gomez, Perez and Palmer",OEM,Manufacturing,North Scottberg,Italy,2021-10-09,1
20221075,55,374,3,17,2,2,20,1385.44,1234.54,150.9,1433.85,1354.29,P0055,Fuel Systems Product 55,Fuel Systems,389,928,C00374,"Kelly, Torres and Smith",Distributor,Transportation,Lake Jeffreychester,Belgium,2022-02-28,1
20250785,439,4211,1,69,2,1,7,4599.95,3867.67,732.28,4766.83,4604.93,P0439,Filtration Product 439,Filtration,399,853,C04211,Knight Group,Distributor,Automotive,Gregoryland,Netherlands,2017-05-19,1
20236242,368,2079,5,113,6,3,13,2160.87,1308.34,852.53,2203.93,2139.35,P0368,Turbochargers Product 368,Turbochargers,140,695,C02079,Wilson Ltd,Distributor,Manufacturing,East Debramouth,Netherlands,2025-08-27,1
20230159,77,702,2,21,8,2,11,312.35,206.14,106.21,303.78,312.28,P0077,Filtration Product 77,Filtration,270,390,C00702,Edwards-Smith,Fleet,Automotive,West Katherineberg,Belgium,2018-02-20,1
20227655,253,35,10,48,4,2,10,2191.94,1841.59,350.35,2195.24,2284.14,P0253,Aftertreatment Product 253,Aftertreatment,370,818,C00035,Rhodes PLC,Fleet,Automotive,Lake Kevin,Poland,2025-08-04,1
20223202,236,1371,8,74,8,2,10,3595.05,2640.91,954.14,3572.57,3507.74,P0236,Turbochargers Product 236,Turbochargers,115,148,C01371,"Porter, Adams and Rivas",Distributor,Manufacturing,Warnerport,Spain,2021-04-08,1
20247248,17,1930,6,61,3,1,5,515.45,353.26,162.19,526.84,520.79,P0017,Electronics Product 17,Electronics,160,200,C01930,Thomas Inc,Distributor,Transportation,Tracyland,Poland,2023-08-18,1
20220649,49,1940,7,119,8,4,1,1464.45,923.92,540.53,1489.42,1560.19,P0049,Electronics Product 49,Electronics,139,685,C01940,Lee LLC,Distributor,Transportation,Larryhaven,Spain,2026-03-29,1
20250062,404,4265,5,7,8,3,20,223.79,150.65,73.14,219.24,245.58,P0404,Fuel Systems Product 404,Fuel Systems,366,655,C04265,Bennett Group,Distributor,Manufacturing,Monicastad,Sweden,2020-10-30,1
20249251,434,36,10,3,8,3,5,2317.53,1697.98,619.55,2366.17,2307.33,P0434,Sensors Product 434,Sensors,70,783,C00036,Gardner-Clark,Distributor,Manufacturing,South John,Belgium,2025-03-10,1
20227663,172,3012,4,94,6,2,6,408.99,276.62,132.37,396.18,412.67,P0172,Filtration Product 172,Filtration,326,911,C03012,Simpson-Porter,Fleet,Transportation,South David,Spain,2023-02-07,1
20220973,486,4154,10,95,4,1,16,2378.35,1738.21,640.14,2414.88,2566.51,P0486,Cooling Systems Product 486,Cooling Systems,127,865,C04154,"Ross, Fuentes and Obrien",Fleet,Automotive,Lake Roseville,Italy,2022-02-04,1
20241222,301,2362,6,74,8,4,2,3966.4,2780.13,1186.27,4105.11,4045.16,P0301,Electronics Product 301,Electronics,269,697,C02362,"Patterson, Bradley and Miller",Fleet,Transportation,North Savannahton,Austria,2017-06-13,1
20239854,344,2403,6,24,7,2,5,2678.43,2059.76,618.67,2687.36,2797.39,P0344,Cooling Systems Product 344,Cooling Systems,482,648,C02403,Peters LLC,Fleet,Automotive,New Edwardborough,Spain,2021-11-01,1
20244272,497,3940,8,95,1,3,16,4796.3,3729.46,1066.84,4658.02,5000.11,P0497,Electronics Product 497,Electronics,217,126,C03940,Johnson-Wells,Fleet,Automotive,Clayland,Poland,2023-07-31,1
20224986,424,1550,8,36,10,1,16,225.3,192.81,32.49,231.28,232.28,P0424,Filtration Product 424,Filtration,265,363,C01550,"Harrison, Velasquez and Mercado",Fleet,Transportation,Hollandbury,Italy,2020-08-19,1
20247415,239,3999,10,96,8,3,4,205.19,141.28,63.91,214.0,199.26,P0239,Fuel Systems Product 239,Fuel Systems,362,107,C03999,"Shaw, Mann and King",Fleet,Manufacturing,Schneiderburgh,Austria,2023-08-06,1
20243707,84,4639,9,85,4,5,11,2743.24,1852.86,890.38,2708.87,2629.5,P0084,Cooling Systems Product 84,Cooling Systems,69,892,C04639,Wright Group,Fleet,Transportation,Elliottberg,Spain,2020-01-15,1
20233600,397,1283,8,118,10,3,8,4752.13,3317.15,1434.98,4757.99,5191.73,P0397,Fuel Systems Product 397,Fuel Systems,173,384,C01283,"Braun, Diaz and Blair",Distributor,Automotive,North Henryton,Italy,2021-08-31,1
20256762,288,1412,10,55,6,2,3,3950.81,2662.73,1288.08,3805.14,4029.54,P0288,Sensors Product 288,Sensors,78,583,C01412,Rivera-Porter,Fleet,Transportation,Wilsonberg,Austria,2024-06-10,1
20235851,65,1624,9,101,4,5,3,374.27,244.11,130.16,371.48,410.6,P0065,Filtration Product 65,Filtration,144,887,C01624,Hansen-Donovan,OEM,Transportation,Kellyhaven,Netherlands,2023-02-21,1
20241817,349,4191,2,94,3,5,1,3813.6,2805.68,1007.92,3977.18,3893.99,P0349,Sensors Product 349,Sensors,433,706,C04191,Gray-Blankenship,Fleet,Manufacturing,Murrayshire,France,2023-12-13,1
20235348,211,69,10,40,9,5,5,3394.91,2500.58,894.33,3531.37,3694.9,P0211,Sensors Product 211,Sensors,246,215,C00069,Keith-Simmons,OEM,Transportation,Lake Monique,France,2026-07-02,1
20251441,391,1786,9,27,7,3,4,1932.7,1411.43,521.27,2001.78,2098.32,P0391,Sensors Product 391,Sensors,448,870,C01786,Becker-Wise,OEM,Transportation,Christinaborough,Belgium,2019-07-30,1
20235709,139,1798,5,1,10,4,17,3054.21,2270.14,784.07,3042.02,3338.42,P0139,Filtration Product 139,Filtration,167,1000,C01798,"Myers, Wheeler and Hurst",Distributor,Transportation,Haleside,Austria,2018-06-02,1
20226460,430,471,3,104,2,5,10,515.58,317.69,197.89,522.5,500.99,P0430,Fuel Systems Product 430,Fuel Systems,294,461,C00471,Smith LLC,OEM,Manufacturing,Diazbury,Poland,2022-05-18,1
20222697,317,4756,10,57,4,1,19,4080.99,2891.12,1189.87,3990.97,4010.1,P0317,Cooling Systems Product 317,Cooling Systems,303,365,C04756,"Luna, Green and Moore",Distributor,Automotive,Moorefort,Sweden,2023-06-22,1
20228865,479,2754,6,74,4,1,20,2914.2,2056.02,858.18,2795.8,2799.92,P0479,Sensors Product 479,Sensors,332,781,C02754,"Ray, Wright and Williams",Fleet,Automotive,Johnnyville,Spain,2021-05-15,1
20250134,58,446,1,31,4,4,10,3032.38,2127.41,904.97,3111.87,3129.11,P0058,Sensors Product 58,Sensors,250,741,C00446,Keith Ltd,OEM,Transportation,Martinezmouth,Poland,2025-04-07,1
20222564,239,1430,4,13,2,4,8,2162.68,1737.51,425.17,2135.26,2062.92,P0239,Fuel Systems Product 239,Fuel Systems,362,107,C01430,Nelson Ltd,Distributor,Transportation,New Tanyafurt,Poland,2023-02-14,1
20248458,13,4258,2,69,2,1,19,650.08,486.54,163.54,680.21,651.84,P0013,Turbochargers Product 13,Turbochargers,289,541,C04258,Burgess-Trevino,OEM,Automotive,Hineshaven,Italy,2023-07-13,1
20242894,246,4771,6,22,1,5,13,4677.92,3146.1,1531.82,4796.38,5027.69,P0246,Cooling Systems Product 246,Cooling Systems,60,416,C04771,Reynolds Ltd,OEM,Manufacturing,Port Davidside,Netherlands,2018-06-12,1
20239050,168,1090,6,7,10,4,10,1181.94,793.94,388.0,1128.48,1142.24,P0168,Fuel Systems Product 168,Fuel Systems,192,876,C01090,"Brown, Rowland and Day",OEM,Transportation,North Carolynborough,Italy,2026-01-29,1
20240261,199,2668,8,36,5,1,7,3426.56,2816.42,610.14,3391.05,3255.9,P0199,Turbochargers Product 199,Turbochargers,174,399,C02668,Callahan-Gutierrez,OEM,Manufacturing,South Bonnie,Italy,2026-01-26,1
20224260,374,1471,4,54,7,4,20,4215.14,3392.91,822.23,4379.56,4246.52,P0374,Fuel Systems Product 374,Fuel Systems,138,940,C01471,Woods-Williams,Distributor,Automotive,Kevinfurt,Netherlands,2024-07-25,1
20225319,275,3420,7,82,1,4,12,2366.76,1576.07,790.69,2410.54,2412.45,P0275,Electronics Product 275,Electronics,69,802,C03420,"Hunter, Manning and Bender",Distributor,Automotive,Christophermouth,Germany,2020-05-18,1
20225525,407,1306,5,48,2,4,2,2883.61,2371.89,511.72,2930.45,2768.97,P0407,Aftertreatment Product 407,Aftertreatment,268,118,C01306,Estrada and Sons,OEM,Transportation,Buchananfort,Spain,2024-05-22,1
20225092,282,1209,2,28,3,1,10,2100.74,1719.51,381.23,2167.52,1997.15,P0282,Sensors Product 282,Sensors,228,207,C01209,Jones-Greer,Distributor,Transportation,Rachelside,Poland,2024-02-13,1
20243009,371,971,6,18,1,3,13,1083.06,735.48,347.58,1064.64,1152.12,P0371,Cooling Systems Product 371,Cooling Systems,109,912,C00971,Robertson Group,OEM,Automotive,Lake Jared,Spain,2022-07-14,1
20249755,61,3261,4,10,10,2,8,3353.69,2309.05,1044.64,3465.05,3685.15,P0061,Turbochargers Product 61,Turbochargers,365,974,C03261,Rice-Williams,OEM,Manufacturing,Deannamouth,France,2019-11-04,1
20249628,259,4228,4,96,9,3,6,1438.94,1009.29,429.65,1474.92,1552.06,P0259,Turbochargers Product 259,Turbochargers,420,350,C04228,Hardy-Wells,OEM,Transportation,Sheafurt,Germany,2024-07-03,1
20256113,31,4921,3,65,5,3,13,1654.81,1150.56,504.25,1607.13,1795.06,P0031,Sensors Product 31,Sensors,178,855,C04921,Barnett Inc,Distributor,Automotive,Benjaminmouth,Netherlands,2023-11-24,1
20233883,170,4164,7,62,3,5,19,3304.74,2232.9,1071.84,3156.86,3395.51,P0170,Fuel Systems Product 170,Fuel Systems,339,713,C04164,"Rowe, Harris and Moreno",Distributor,Automotive,Port Saraland,Austria,2021-04-04,1
20254322,348,4322,5,112,1,3,19,3098.83,2766.34,332.49,3144.37,3302.08,P0348,Electronics Product 348,Electronics,355,293,C04322,"Martinez, Jackson and Petty",OEM,Manufacturing,South Sharon,Italy,2026-04-25,1
20252302,149,3441,6,100,3,5,2,2713.04,2055.42,657.62,2759.4,2626.28,P0149,Sensors Product 149,Sensors,441,408,C03441,Beltran-Dunn,Distributor,Transportation,Wuport,Spain,2016-09-09,1
20248928,206,4713,8,81,5,4,2,1129.67,853.26,276.41,1096.4,1087.48,P0206,Filtration Product 206,Filtration,61,486,C04713,"Parker, Matthews and Elliott",Fleet,Transportation,South Anthony,Spain,2024-11-08,1
20260948,371,4488,2,114,10,5,8,3363.61,2096.89,1266.72,3419.24,3331.75,P0371,Cooling Systems Product 371,Cooling Systems,109,912,C04488,Santos-Gomez,OEM,Automotive,Brittneystad,Austria,2024-03-15,1
20224071,483,1982,2,106,4,4,14,1107.54,788.13,319.41,1113.08,1162.9,P0483,Cooling Systems Product 483,Cooling Systems,190,504,C01982,Manning-Hill,OEM,Manufacturing,Dylanchester,France,2022-02-02,1
20227723,167,2369,3,88,7,1,2,201.17,140.69,60.48,201.75,201.42,P0167,Fuel Systems Product 167,Fuel Systems,235,341,C02369,"Bush, Morris and Lawrence",Distributor,Manufacturing,Strongmouth,Italy,2017-01-28,1
20260982,246,176,8,59,6,1,6,3590.35,2361.06,1229.29,3766.88,3545.73,P0246,Cooling Systems Product 246,Cooling Systems,60,416,C00176,"Hanson, Conley and Wood",Fleet,Automotive,Annetteside,Belgium,2017-04-16,1
20231038,238,4362,2,55,10,1,9,2435.67,1965.44,470.23,2361.3,2396.36,P0238,Cooling Systems Product 238,Cooling Systems,440,655,C04362,Moore-Johnson,OEM,Automotive,Veronicaburgh,Poland,2025-01-07,1
20222442,262,4016,6,50,3,5,17,3813.37,3221.04,592.33,3899.13,4161.67,P0262,Fuel Systems Product 262,Fuel Systems,206,497,C04016,Paul-Mendoza,Fleet,Transportation,Emilyview,Belgium,2023-12-29,1
20222398,129,4240,5,80,6,1,3,2681.35,1843.42,837.93,2672.37,2624.91,P0129,Cooling Systems Product 129,Cooling Systems,371,337,C04240,Montoya Inc,OEM,Automotive,Port Mikeshire,Italy,2021-05-15,1
20248166,85,1767,5,96,5,4,8,2498.64,2243.67,254.97,2618.68,2508.31,P0085,Filtration Product 85,Filtration,316,630,C01767,Chavez-Smith,Fleet,Manufacturing,East Trevortown,Netherlands,2025-09-17,1
20251272,310,958,2,3,10,4,20,3406.48,2410.92,995.56,3397.48,3458.57,P0310,Filtration Product 310,Filtration,299,806,C00958,Fisher-Reed,Distributor,Manufacturing,West Williamside,France,2023-09-06,1
20239727,91,4579,10,53,2,5,13,4576.76,3666.18,910.58,4682.92,4740.56,P0091,Aftertreatment Product 91,Aftertreatment,132,595,C04579,Elliott-Hernandez,Fleet,Manufacturing,South Linda,Poland,2023-06-08,1
20227407,240,3457,8,114,2,5,5,1568.2,1374.57,193.63,1509.9,1659.33,P0240,Turbochargers Product 240,Turbochargers,89,780,C03457,"Williams, Figueroa and Jackson",OEM,Automotive,Fraziershire,Austria,2022-01-28,1
20228524,357,4409,6,14,9,1,8,1357.61,1219.06,138.55,1346.11,1433.47,P0357,Turbochargers Product 357,Turbochargers,388,710,C04409,Patterson-Sandoval,Fleet,Manufacturing,Port Jamesburgh,Sweden,2024-11-15,1
20230917,163,1213,9,40,4,5,4,3273.34,2338.69,934.65,3118.65,3519.03,P0163,Sensors Product 163,Sensors,305,195,C01213,Benitez PLC,Distributor,Transportation,Michaelland,Netherlands,2020-07-13,1
20229447,151,1279,4,33,10,3,2,3926.72,3085.61,841.11,3875.53,3992.18,P0151,Turbochargers Product 151,Turbochargers,88,627,C01279,Cordova-Shields,Distributor,Transportation,Port Jasonborough,Netherlands,2024-10-25,1
